39723.0,41,454,1,496,0.0903083700441,-0.832661290323
39724.0,45,449,2,496,0.100222717149,-0.814516129032
39727.0,166,327,3,496,0.507645259939,-0.324596774194
39728.0,14,482,0,496,0.0290456431535,-0.943548387097
39729.0,307,186,3,496,1.65053763441,0.243951612903
39730.0,5,491,0,496,0.010183299389,-0.979838709677
39731.0,365,130,1,496,2.80769230769,0.473790322581
39734.0,418,78,0,496,5.35897435897,0.685483870968
39735.0,55,440,1,496,0.125,-0.776209677419
39736.0,13,483,0,496,0.0269151138716,-0.947580645161
39737.0,391,103,2,496,3.79611650485,0.58064516129
39738.0,373,118,5,496,3.16101694915,0.514112903226
39741.0,393,102,1,496,3.85294117647,0.586693548387
39742.0,135,361,0,496,0.373961218837,-0.45564516129
39743.0,42,453,1,496,0.0927152317881,-0.828629032258
39744.0,197,295,4,496,0.667796610169,-0.197580645161
39745.0,391,105,0,496,3.72380952381,0.576612903226
